Ground Beef,Ground Beef,kg,2026-09-10,1.4,1.4,0.74,2.74,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
Ground Beef,Ground Beef,kg,2026-09-11,1.54,1.54,0.82,3.06,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
Ground Beef,Ground Beef,kg,2026-09-14,1.15,1.15,0.6,2.2,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
Ground Beef,Ground Beef,kg,2026-09-15,1.27,1.27,0.67,2.45,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-07,173.51,173.51,48.08,400.6,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-08,177.88,177.88,50.02,408.17,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-09,177.88,177.88,50.01,408.21,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-10,177.88,177.88,50.0,408.25,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-11,177.88,177.88,49.99,408.29,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-14,177.88,177.88,49.98,408.33,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
Hazelnut Syrup,Hazelnut Syrup,ml,2026-09-15,177.88,177.88,49.97,408.37,"(0, 1, 2)","(0, 0, 0, 5)",2392.53,2408.69,56.16,66.01,42.95,32.76
KBBQ Sauce,KBBQ Sauce,ml,2026-09-07,228.8,228.8,52.54,523.56,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
